SCHOOL_ID,Short_Name,the_geom,UNIT_ID,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
610375,TILDEN AA,POINT (-87.6430214857515 41.80750916803032),7580,4747 S UNION AVE,HS,"9, 10",High School,-87.64302149,41.80750917
609735,TILDEN HS,POINT (-87.6430214857515 41.80750916803032),1590,4747 S UNION AVE,HS,"9, 10, 11, 12",High School,-87.64302149,41.80750917
610065,TILL,POINT (-87.60941218927005 41.77542309699826),4740,6543 S CHAMPLAIN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60941219,41.7754231
610202,TILTON,POINT (-87.73062145182348 41.88410129231173),6210,223 N KEELER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73062145,41.88410129
610203,TONTI,POINT (-87.70823417256892 41.78752238322474),6220,5815 S HOMAN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70823417,41.78752238
610205,TRUMBULL,POINT (-87.66966937354296 41.97619901536336),6230,5200 N ASHLAND AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66966937,41.97619902
609895,TURNER-DREW,POINT (-87.63011404067372 41.725592879642335),3110,9300 S PRINCETON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63011404,41.72559288
610206,TWAIN,POINT (-87.75887340651933 41.79904724765524),6240,5134 S LOTUS AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75887341,41.79904725
609889,U of C CHARTER - DONOGHUE,POINT (-87.6085210394854 41.82776434842013),2600,707 E 37TH ST,ES,"PK, K, 1, 2, 3, 4, 5",Charter,-87.60852104,41.82776435
609889,U of C CHARTER - NORTH KENWOOD CHARTER,POINT (-87.59852018275234 41.811402834532856),3060,1119 E 46TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.59852018,41.81140284
400078,U of C CHARTER - WOODSON,POINT (-87.60836375196152 41.814499437260764),3062,4414 S EVANS AVE,ES,"6, 7, 8",Charter,-87.60836375,41.81449944
400077,U of C CHARTER HS - WOODLAWN,POINT (-87.59806370734198 41.77811290694598),3061,6420 S UNIVERSITY AVE,HS,"6, 7, 8, 9, 10, 11",Charter,-87.59806371,41.77811291
400085,UNO - ARCHER HEIGHTS I,POINT (-87.73830759143266 41.8076419280068),18,4601 W. 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.73830759,41.80764193
400085,UNO - ARCHER HEIGHTS II,POINT (-87.73830759143266 41.8076419280068),19,4601 W. 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.73830759,41.80764193
400085,UNO - HIGH SCHOOL,POINT (-87.73035884759565 41.80782634662605),3343,4248 W 47TH ST,HS,9,Charter,-87.73035885,41.80782635
610166,UNO BARTOLOME,POINT (-87.66795003273684 41.85954516724266),3341,1641 W 16TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.66795003,41.85954517
610166,UNO FUENTES,POINT (-87.69959384199474 41.93751693757799),3342,2845 W BARRY AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.69959384,41.93751694
610166,UNO MARQUEZ,POINT (-87.69739294805272 41.808267665937336),3346,2916 W 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.69739295,41.80826767
610166,UNO PAZ,POINT (-87.6862896050704 41.87495407956614),5810,2401 W CONGRESS PKWY,ES,"4, 5, 6, 7, 8",Charter,-87.68628961,41.87495408
610166,UNO TAMAYO,POINT (-87.69391663557217 41.79992937384231),3340,5135 S CALIFORNIA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.69391664,41.79992938
610394,UPLIFT HS,POINT (-87.6524721370989 41.96550631138782),2210,900 W WILSON AVE,HS,"6, 7, 8, 9, 10, 11",High School,-87.65247214,41.96550631
400086,URBAN PREP MENS CHARTER HS,POINT (-87.63503366312872 41.78150489219292),7030,6201 S STEWART AVE,HS,"9, 10",Charter,-87.63503366,41.78150489
610207,VANDERPOEL,POINT (-87.6655050850125 41.72082630157607),6250,9510 S PROSPECT AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66550509,41.7208263
609766,VAUGHN OCC HS,POINT (-87.76471831160553 41.96036286071289),1920,4355 N LINDER AVE,HS,"9, 10, 11, 12",High School,-87.76471831,41.96036286
609871,VICK ECC,POINT (-87.68567575189827 41.688149676671586),2920,2554 W 113TH ST,ES,PK,Elementary School,-87.68567575,41.68814968
610209,VOLTA,POINT (-87.72455006709865 41.97163430740323),6270,4950 N AVERS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72455007,41.97163431
610210,VON HUMBOLDT,POINT (-87.69301794669208 41.90665338762952),6280,2620 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69301795,41.90665339
609737,VON STEUBEN HS,POINT (-87.71344139688988 41.97318415020839),1610,5039 N KIMBALL AVE,HS,"9, 10, 11, 12",High School,-87.7134414,41.97318415
610366,WACKER,POINT (-87.64798938638121 41.71619394397006),8030,9746 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64798939,41.71619394
610213,WADSWORTH,POINT (-87.59806370734198 41.77811290694598),6300,6420 S UNIVERSITY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.59806371,41.77811291
610216,WALSH,POINT (-87.64814121432939 41.8548348578429),6320,2015 S PEORIA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64814121,41.85483486
610217,"WARD, J",POINT (-87.63541081714068 41.84397909638085),6330,2701 S SHIELDS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63541082,41.8439791
610133,"WARD, L",POINT (-87.71743218813876 41.88844962810359),5470,410 N MONTICELLO AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71743219,41.88844963
610218,WARREN,POINT (-87.57540748735607 41.72676213804443),6350,9239 S JEFFERY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.57540749,41.72676214
609739,WASHINGTON HS,POINT (-87.53756998161688 41.688178095537396),1630,3535 E 114TH ST,HS,"9, 10, 11, 12",High School,-87.53756998,41.6881781
610219,"WASHINGTON, G ES",POINT (-87.53601512727437 41.68817264431124),6360,3611 E 114TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.53601513,41.68817264
610124,"WASHINGTON, H ES",POINT (-87.59620167141728 41.72853486104752),5380,9130 S UNIVERSITY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.59620167,41.72853486
610220,WATERS,POINT (-87.69127736828362 41.96436626358149),6370,4540 N CAMPBELL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69127737,41.96436626
610221,WEBSTER,POINT (-87.72752544452456 41.869957015426955),6380,4055 W ARTHINGTON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72752544,41.86995702
610110,WELLS,POINT (-87.61979543894377 41.823838807701506),5250,244 E PERSHING RD,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61979544,41.82383881
609740,WELLS HS,POINT (-87.66742777947253 41.898995561573805),1640,936 N ASHLAND AVE,HS,"9, 10, 11, 12",High School,-87.66742778,41.89899556
610223,WENTWORTH,POINT (-87.64816315578042 41.76725675127639),6390,6950 S SANGAMON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64816316,41.76725675
610100,WEST PARK,POINT (-87.7324981858514 41.9069061455282),5140,1425 N TRIPP AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73249819,41.90690615
610224,WEST PULLMAN,POINT (-87.63579811018785 41.676645436170986),6400,11941 S PARNELL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63579811,41.67664544
610300,WESTCOTT,POINT (-87.63475163215337 41.748909376883084),7260,409 W 80TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63475163,41.74890938
610225,WHISTLER,POINT (-87.65543871769776 41.683906112606),6420,11533 S ADA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65543872,41.68390611
610315,WHITE,POINT (-87.65053734007407 41.672268247316964),7440,1136 W 122ND ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65053734,41.67226825
610227,WHITNEY,POINT (-87.72560067038388 41.84007954176321),6440,2815 S KOMENSKY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72560067,41.84007954
610228,WHITTIER,POINT (-87.67339046489975 41.85043973440658),6450,1900 W 23RD ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7",Elementary School,-87.67339046,41.85043974
610230,WILDWOOD,POINT (-87.77829830258156 42.00751277134623),6470,6950 N HIAWATHA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7782983,42.00751277
610232,WILLIAMS ES,POINT (-87.62849839914931 41.84404371347821),6490,2710 S DEARBORN ST,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.6284984,41.84404371
610380,WILLIAMS MEDICINE,POINT (-87.62439222376328 41.8045590863143),7200,4934 S WABASH AVE,MS,"7, 8, 9",Elementary School,-87.62439222,41.80455909
610336,WILLIAMS MIDDLE,POINT (-87.62849839914931 41.84404371347821),7720,2710 S DEARBORN ST,MS,"6, 7, 8",Elementary School,-87.6284984,41.84404371
609977,WOODLAWN,POINT (-87.59444697735067 41.77336507394407),3860,6657 S KIMBARK AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.59444698,41.77336507
610285,WOODS,POINT (-87.65459759008884 41.78119513963979),7080,6206 S RACINE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65459759,41.78119514
610345,WOODSON SOUTH,POINT (-87.60836375196152 41.814499437260764),7820,4414 S EVANS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60836375,41.81449944
610392,WORLD LANGUAGE HS,POINT (-87.7341032935916 41.8360359309467),4460,3120 S KOSTNER AVE,HS,"9, 10, 11",High School,-87.73410329,41.83603593
610233,YALE,POINT (-87.63218696033182 41.76642743371773),6500,7025 S PRINCETON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63218696,41.76642743
610234,YATES,POINT (-87.70033540593353 41.91503756242855),6510,1839 N RICHMOND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70033541,41.91503756
610235,YOUNG ES,POINT (-87.76708776648464 41.906791726560314),6520,1434 N PARKSIDE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76708777,41.90679173
609755,YOUNG HS,POINT (-87.66428840748982 41.87860185915983),1810,211 S LAFLIN ST,HS,"7, 8, 9, 10, 11, 12",High School,-87.66428841,41.87860186
400087,YOUNG WOMEN'S LEADERSHIP CHARTER HS,POINT (-87.6187788317652 41.844543009015474),2490,2641 S CALUMET AVE,HS,"7, 8, 9, 10, 11, 12",Charter,-87.61877883,41.84454301
609686,YOUTH CONNECTIONS ALT CHARTER HS,POINT (-87.62698104313527 41.83104494663945),1121,10 W 35TH ST,HS,"9, 10, 11, 12",Charter,-87.62698104,41.83104495
609973,ZAPATA,POINT (-87.73425830048933 41.841394888528654),3820,2728 S KOSTNER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7342583,41.84139489
