the_geom,Short_Name,School_ID,Network,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
POINT (-87.72995463177843 41.90615515234865),NOBEL,610098,ISP,4127 W HIRSCH ST,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90615515,-87.72995463,1(773)534-4365,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.8029794402957 41.98815250593599),NORWOOD PARK,610099,Network 1,5900 N NINA AVE,60631,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.98815251,-87.80297944,1(773)534-1198,1,NORWOOD PARK,41,Mary O'Connor
POINT (-87.73244309565793 41.90690720506762),WEST PARK,610100,Network 5,1425 N TRIPP AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90690721,-87.7324431,1(773)534-4940,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.64546949689873 41.754670062092764),OGLESBY,610102,Network 11,7646 S GREEN ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.75467006,-87.6454695,1(773)535-3060,11,AUBURN GRESHAM,17,Latasha R. Thomas
POINT (-87.57280595498251 41.76860231188592),OKEEFFE,610103,AUSL,6940 S MERRILL AVE,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76860231,-87.57280596,1(773)535-0600,12,SOUTH SHORE,5,Leslie A. Hairston
POINT (-87.79310825534886 41.99379034896786),ONAHAN,610104,Network 1,6634 W RAVEN ST,60631,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.99379035,-87.79310826,1(773)534-1180,1,NORWOOD PARK,41,Mary O'Connor
POINT (-87.8120540397679 41.97850137610472),ORIOLE PARK,610105,Network 1,5424 N OKETO AVE,60656,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.97850138,-87.81205404,1(773)534-1201,1,NORWOOD PARK,41,Mary O'Connor
POINT (-87.73126059628552 41.90013965538226),PICCOLO,610106,AUSL,1040 N KEELER AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90013966,-87.7312606,1(773)534-4425,5,HUMBOLDT PARK,37,Emma M. Mitts
POINT (-87.66542623591396 41.89180608125555),OTIS,610107,Network 6,525 N ARMOUR ST,60642,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89180608,-87.66542624,1(773)534-7665,6,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.67486500006889 41.774571072845625),OTOOLE,610108,Network 11,6550 S SEELEY AVE,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77457107,-87.674865,1(773)535-9040,11,WEST ENGLEWOOD,16,JoAnn Thompson
POINT (-87.70574908777306 41.742849921345986),OWEN,610109,Network 10,8247 S CHRISTIANA AVE,60652,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.74284992,-87.70574909,1(773)535-9330,10,ASHBURN,18,Lona Lane
POINT (-87.61977966041285 41.827355266010585),WELLS ES,610110,Network 9,249 E 37TH ST,60653,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.82735527,-87.61977966,1(773)535-1204,9,DOUGLAS,3,Patricia R. Dowell
POINT (-87.73921294544903 41.973289392402634),PALMER,610111,Network 1,5051 N KENNETH AVE,60630,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.97328939,-87.73921295,1(773)534-3704,1,ALBANY PARK,39,Margaret Laurino
POINT (-87.63408585603759 41.77077979515438),PARKER,610112,Network 11,6800 S STEWART AVE,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7707798,-87.63408586,1(773)535-3375,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.61154559301644 41.76647654247946),PARK MANOR,610115,Network 12,7037 S RHODES AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76647654,-87.61154559,1(773)535-3070,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
POINT (-87.58295438278273 41.76855518950886),PARKSIDE,610116,Network 12,6938 S EAST END AVE,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76855519,-87.58295438,1(773)535-0940,12,SOUTH SHORE,5,Leslie A. Hairston
POINT (-87.73266645521085 41.78689537665073),PASTEUR,610117,Network 8,5825 S KOSTNER AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78689538,-87.73266646,1(773)535-2270,8,WEST ELSDON,13,Marty Quinn
POINT (-87.71921626107621 41.7878989699163),PECK,610120,ISP,3826 W 58TH ST,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78789897,-87.71921626,1(773)535-2450,8,WEST ELSDON,23,Michael R. Zalewski
POINT (-87.68361565115903 41.87159549158413),IRVING,610121,Network 6,749 S OAKLEY BLVD,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87159549,-87.68361565,1(773)534-7295,6,NEAR WEST SIDE,28,Jason C. Ervin
POINT (-87.66585003700392 41.98345579149934),PEIRCE,610122,Network 2,1423 W BRYN MAWR AVE,60660,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.98345579,-87.66585004,1(773)534-2440,2,EDGEWATER,48,Harry Osterman
POINT (-87.7223855479275 41.85837241920013),PENN,610123,Network 5,1616 S AVERS AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85837242,-87.72238555,1(773)534-1665,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.59625661668589 41.728534142083625),WASHINGTON H ES,610124,Network 12,9130 S UNIVERSITY AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.72853414,-87.59625662,1(773)535-6225,12,BURNSIDE,8,Michelle A. Harris
POINT (-87.68074453482734 41.8481009392156),RUIZ,610125,Network 7,2410 S LEAVITT ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84810094,-87.68074453,1(773)535-4825,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.61833765367705 41.83652695312878),PERSHING,610126,Network 9,3200 S CALUMET AVE,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.83652695,-87.61833765,1(773)534-9272,9,DOUGLAS,4,"William ""Will"" D. Burns"
POINT (-87.71258257767514 41.98155713794655),PETERSON,610127,Network 1,5510 N CHRISTIANA AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.98155714,-87.71258258,1(773)534-5070,1,NORTH PARK,39,Margaret Laurino
POINT (-87.64757716520475 41.70660285906506),GARVEY,610128,Network 13,10309 S MORGAN ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.70660286,-87.64757717,1(773)535-2763,13,WASHINGTON HEIGHTS,34,Carrie M. Austin
POINT (-87.68329074268618 41.85290039437196),PICKARD,610129,Network 7,2301 W 21ST PL,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8529004,-87.68329074,1(773)535-7280,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.6078911370603 41.74034023287613),PIRIE,610130,Network 12,650 E 85TH ST,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.74034023,-87.60789114,1(773)535-3435,12,CHATHAM,6,Roderick T. Sawyer
POINT (-87.69252575097397 41.860258898900426),PLAMONDON,610131,Network 5,2642 W 15TH PL,60608,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8602589,-87.69252575,1(773)534-1789,5,NORTH LAWNDALE,28,Jason C. Ervin
POINT (-87.6064191734078 41.702630000818154),POE,610132,Network 13,10538 S LANGLEY AVE,60628,District,ES,"K, 1, 2, 3, 4, 5, 6",41.70263,-87.60641917,1(773)535-5525,13,PULLMAN,9,Anthony A. Beale
POINT (-87.7187972930433 41.89323561010509),WARD L,610133,Network 5,646 N LAWNDALE AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89323561,-87.71879729,1(773)534-6440,5,HUMBOLDT PARK,27,"Walter Burnett, Jr."
POINT (-87.76100700351024 41.95698763658335),PORTAGE PARK,610135,Network 1,5330 W BERTEAU AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95698764,-87.761007,1(773)534-3576,1,PORTAGE PARK,38,Timothy M. Cullerton
POINT (-87.66952750427116 41.92884109996936),PRESCOTT,610136,Network 4,1632 W WRIGHTWOOD AVE,60614,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9288411,-87.6695275,1(773)534-5505,4,LINCOLN PARK,32,Scott Waguespack
POINT (-87.77241416628834 41.965619070854565),PRUSSING,610137,Network 1,4650 N MENARD AVE,60630,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.96561907,-87.77241417,1(773)534-3460,1,PORTAGE PARK,45,John Arena
POINT (-87.6838014306478 41.918486277743455),PULASKI,610138,Network 6,2230 W MCLEAN AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91848628,-87.68380143,1(773)534-4391,6,LOGAN SQUARE,32,Scott Waguespack
POINT (-87.60943096743696 41.688819352190364),PULLMAN,610139,Network 13,11311 S FORRESTVILLE AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.68881935,-87.60943097,1(773)535-5395,13,PULLMAN,9,Anthony A. Beale
POINT (-87.67092241919761 41.96074569176259),RAVENSWOOD,610141,Network 2,4332 N PAULINA ST,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.96074569,-87.67092242,1(773)534-5525,2,LAKE VIEW,47,Ameya Pawar
POINT (-87.59475207202254 41.79234788018115),RAY,610142,Network 9,5631 S KIMBARK AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79234788,-87.59475207,1(773)535-0970,9,HYDE PARK,5,Leslie A. Hairston
POINT (-87.60492543044663 41.80417379096906),REAVIS,610143,Network 9,834 E 50TH ST,60615,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80417379,-87.60492543,1(773)535-1060,9,KENWOOD,4,"William ""Will"" D. Burns"
POINT (-87.71954054422258 41.941093989839835),REILLY,610144,Network 4,3650 W SCHOOL ST,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94109399,-87.71954054,1(773)534-5250,4,AVONDALE,30,Ariel E. Reboyras
POINT (-87.76898261876582 41.94301889519389),REINBERG,610145,Network 1,3425 N MAJOR AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9430189,-87.76898262,1(773)534-3465,1,PORTAGE PARK,36,Nicholas Sposato
POINT (-87.60017682328274 41.76419586431344),REVERE,610146,Network 12,1010 E 72ND ST,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76419587,-87.60017682,1(773)535-0618,12,GREATER GRAND CROSSING,5,Leslie A. Hairston
POINT (-87.69718539374834 42.01526504556588),ROGERS,610147,Network 2,7345 N WASHTENAW AVE,60645,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.01526505,-87.69718539,1(773)534-2125,2,WEST RIDGE,50,Debra L. Silverstein
POINT (-87.66603693425228 41.80714283064575),CHAVEZ,610148,ISP,4747 S MARSHFIELD AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80714283,-87.66603693,1(773)535-4600,8,NEW CITY,20,Willie B. Cochran
POINT (-87.61806644739089 41.751945575252385),RUGGLES,610152,Network 12,7831 S PRAIRIE AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.75194558,-87.61806645,1(773)535-3085,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
POINT (-87.63884270034876 41.73537938937342),RYDER,610153,Network 11,8716 S WALLACE ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.73537939,-87.6388427,1(773)535-3843,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
POINT (-87.74595144444002 41.99116924566341),SAUGANASH,610155,Network 1,6040 N KILPATRICK AVE,60646,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.99116925,-87.74595144,1(773)534-3470,1,FOREST GLEN,39,Margaret Laurino
POINT (-87.70500578054565 41.79749820232971),SAWYER,610157,Network 8,5248 S SAWYER AVE,60632,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7974982,-87.70500578,1(773)535-0440,8,GAGE PARK,14,Edward M. Burke
POINT (-87.79872070511777 41.91415062927054),SAYRE,610158,Network 3,1850 N NEWLAND AVE,60707,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91415063,-87.79872071,1(773)534-3351,3,AUSTIN,29,Chris Taliaferro
POINT (-87.73217877768654 41.94167760315429),SCAMMON,610159,Network 1,4201 W HENDERSON ST,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9416776,-87.73217878,1(773)534-3475,1,IRVING PARK,30,Ariel E. Reboyras
POINT (-87.81419465454108 42.0168916405905),STOCK,610163,Network 1,7507 W BIRCHWOOD AVE,60631,District,ES,PK,42.01689164,-87.81419465,1(773)534-1215,1,EDISON PARK,41,Mary O'Connor
POINT (-87.76119046882289 41.9304033154651),SCHUBERT,610165,Network 3,2727 N LONG AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5",41.93040332,-87.76119047,1(773)534-3080,3,BELMONT CRAGIN,31,Ray Suarez
POINT (-87.66877201152457 41.810333240125665),SEWARD,610167,Network 8,4600 S HERMITAGE AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.81033324,-87.66877201,1(773)535-4890,8,NEW CITY,15,Toni L. Foulkes
POINT (-87.70419859113254 41.811068609241815),COLUMBIA EXPLORERS,610170,Network 8,4520 S KEDZIE AVE,60632,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.81106861,-87.70419859,1(773)535-4050,8,BRIGHTON PARK,14,Edward M. Burke
POINT (-87.55278794439316 41.73171691578895),MIRELES,610171,Network 12,9000 S EXCHANGE AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.73171692,-87.55278794,1(773)535-6360,12,SOUTH CHICAGO,10,Susie Sadlowski Garza
POINT (-87.65022144566161 41.79976620533543),SHERMAN,610172,AUSL,1000 W 52ND ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79976621,-87.65022145,1(773)535-1757,11,NEW CITY,20,Willie B. Cochran
POINT (-87.63227938229912 41.790800243325855),SHERWOOD,610173,Network 11,245 W 57TH ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79080024,-87.63227938,1(773)535-0829,11,ENGLEWOOD,20,Willie B. Cochran
POINT (-87.68964723524776 41.81590948589596),SHIELDS,610174,Network 8,4250 S ROCKWELL ST,60632,District,ES,"PK, K, 1, 2, 3, 4",41.81590949,-87.68964724,1(773)535-7285,8,BRIGHTON PARK,15,Toni L. Foulkes
POINT (-87.59390494160888 41.80429401583151),SHOESMITH,610175,Network 9,1330 E 50TH ST,60615,District,ES,"K, 1, 2, 3, 4, 5, 6",41.80429402,-87.59390494,1(773)535-1764,9,KENWOOD,4,"William ""Will"" D. Burns"
POINT (-87.65866905202984 41.69091887627593),SHOOP,610176,Network 13,11140 S BISHOP ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.69091888,-87.65866905,1(773)535-2715,13,MORGAN PARK,34,Carrie M. Austin
POINT (-87.65941897616551 41.879102542176845),SKINNER,610177,ISP,1260 W ADAMS ST,60607,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87910254,-87.65941898,1(773)534-7790,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.59693188178447 41.7169888716671),SCHMID,610178,Network 12,9755 S GREENWOOD AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71698887,-87.59693188,1(773)535-6235,12,PULLMAN,8,Michelle A. Harris
POINT (-87.78197453753317 41.958868035570845),SMYSER,610179,ISP,4310 N MELVINA AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95886804,-87.78197454,1(773)534-3711,1,PORTAGE PARK,38,Timothy M. Cullerton
POINT (-87.65344502668637 41.86535101811163),SMYTH,610180,Network 6,1059 W 13TH ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.86535102,-87.65344503,1(773)534-7180,6,NEAR WEST SIDE,25,Daniel S. Solis
POINT (-87.72404263306203 41.99394233241605),SOLOMON,610182,Network 1,6206 N HAMLIN AVE,60659,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.99394233,-87.72404263,1(773)534-5226,1,NORTH PARK,39,Margaret Laurino
POINT (-87.75044473105727 41.88487639768195),SPENCER,610183,Network 3,214 N LAVERGNE AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8848764,-87.75044473,1(773)534-6150,3,AUSTIN,28,Jason C. Ervin
POINT (-87.73166568492817 41.74710687859607),STEVENSON,610185,Network 10,8010 S KOSTNER AVE,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74710688,-87.73166568,1(773)535-2280,10,ASHBURN,18,Lona Lane
POINT (-87.63997360422805 41.69649616292765),DUNNE,610188,Network 13,10845 S UNION AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.69649616,-87.6399736,1(773)535-5517,13,ROSELAND,34,Carrie M. Austin
POINT (-87.68479278594201 41.99535905094481),STONE,610191,Network 2,6239 N LEAVITT ST,60659,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.99535905,-87.68479279,1(773)534-2045,2,WEST RIDGE,50,Debra L. Silverstein
POINT (-87.71331750070793 41.91193807892008),STOWE,610192,Network 5,3444 W WABANSIA AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91193808,-87.7133175,1(773)534-4175,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.54292760841355 41.7438285240259),NEW SULLIVAN,610193,Network 12,8331 S MACKINAW AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74382852,-87.54292761,1(773)535-6585,12,SOUTH CHICAGO,10,Susie Sadlowski Garza
POINT (-87.73352395108311 41.870828378524244),SUMNER,610194,Network 5,4320 W 5TH AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87082838,-87.73352395,1(773)534-6730,5,WEST GARFIELD PARK,24,Michael D. Chandler
POINT (-87.67682117257347 41.71144507048929),SUTHERLAND,610195,Network 10,10015 S LEAVITT ST,60643,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.71144507,-87.67682117,1(773)535-2580,10,BEVERLY,19,Matthew J. O'Shea
POINT (-87.65829608026417 41.98913906016773),SWIFT,610196,Network 2,5900 N WINTHROP AVE,60660,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.98913906,-87.65829608,1(773)534-2695,2,EDGEWATER,48,Harry Osterman
POINT (-87.67372272472176 41.89240461130975),TALCOTT,610197,ISP,1840 W OHIO ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89240461,-87.67372272,1(773)534-7130,6,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.53297076750309 41.715470375344196),TAYLOR,610198,Network 13,9912 S AVENUE H,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71547038,-87.53297077,1(773)535-6240,13,EAST SIDE,10,Susie Sadlowski Garza
POINT (-87.65811083885912 41.677505446427055),COLEMON,610199,Network 13,1441 W 119TH ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.67750545,-87.65811084,1(773)535-3975,13,WEST PULLMAN,34,Carrie M. Austin
POINT (-87.54427997626483 41.73332423774019),THORP J,610200,Network 12,8914 S BUFFALO AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.73332424,-87.54427998,1(773)535-6250,12,SOUTH CHICAGO,10,Susie Sadlowski Garza
POINT (-87.77763129474631 41.94857131145994),THORP O,610201,Network 1,6024 W WARWICK AVE,60634,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.94857131,-87.77763129,1(773)534-3640,1,DUNNING,38,Timothy M. Cullerton
POINT (-87.7305663846513 41.88410224125941),TILTON,610202,Network 5,223 N KEELER AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88410224,-87.73056638,1(773)534-6746,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.708179184033 41.787523229256514),TONTI,610203,ISP,5815 S HOMAN AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5",41.78752323,-87.70817918,1(773)535-9280,8,GAGE PARK,23,Michael R. Zalewski
POINT (-87.75892840072956 41.79904639720592),TWAIN,610206,Network 10,5134 S LOTUS AVE,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7990464,-87.7589284,1(773)535-2290,10,GARFIELD RIDGE,14,Edward M. Burke
POINT (-87.66555862134634 41.72081703371227),VANDERPOEL,610207,Network 10,9510 S PROSPECT AVE,60643,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.72081703,-87.66555862,1(773)535-2690,10,BEVERLY,19,Matthew J. O'Shea
POINT (-87.62714768793036 41.69626234715829),LAVIZZO,610208,Network 13,138 W 109TH ST,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.69626235,-87.62714769,1(773)535-5300,13,ROSELAND,34,Carrie M. Austin
POINT (-87.72460522409652 41.97163400116181),VOLTA,610209,Network 1,4950 N AVERS AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.971634,-87.72460522,1(773)534-5080,1,ALBANY PARK,39,Margaret Laurino
POINT (-87.71060878865852 41.97150444292288),ALBANY PARK,610212,Network 1,4929 N SAWYER AVE,60625,District,ES,"7, 8",41.97150444,-87.71060879,1(773)534-5108,1,ALBANY PARK,33,Deborah Mell
POINT (-87.60101811278476 41.77347789748448),WADSWORTH,610213,Network 9,6650 S ELLIS AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7734779,-87.60101811,1(773)535-0730,9,WOODLAWN,5,Leslie A. Hairston
POINT (-87.70506426007299 41.84095691074145),MADERO,610215,Network 7,3202 W 28TH ST,60623,District,ES,"6, 7, 8",41.84095691,-87.70506426,1(773)535-4466,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.64808617420633 41.85483574672973),WALSH,610216,Network 7,2015 S PEORIA ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85483575,-87.64808617,1(773)534-7950,7,LOWER WEST SIDE,11,James A. Balcer
POINT (-87.63535578864986 41.84398008909466),WARD J,610217,Network 6,2701 S SHIELDS AVE,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84398009,-87.63535579,1(773)534-9050,6,ARMOUR SQUARE,11,James A. Balcer
POINT (-87.57535254880202 41.72676290830874),WARREN,610218,Network 12,9239 S JEFFERY AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.72676291,-87.57535255,1(773)535-6625,12,CALUMET HEIGHTS,7,Gregory Mitchell
POINT (-87.53601529919601 41.68813148338763),WASHINGTON G ES,610219,Network 13,3611 E 114TH ST,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.68813148,-87.5360153,1(773)535-5010,13,EAST SIDE,10,Susie Sadlowski Garza
POINT (-87.69133251142506 41.96436540333339),WATERS,610220,Network 2,4540 N CAMPBELL AVE,60625,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9643654,-87.69133251,1(773)534-5090,2,LINCOLN SQUARE,47,Ameya Pawar
POINT (-87.72752437440957 41.869915857763885),WEBSTER,610221,Network 5,4055 W ARTHINGTON ST,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.86991586,-87.72752437,1(773)534-6925,5,WEST GARFIELD PARK,24,Michael D. Chandler
POINT (-87.65820483631407 41.76507589571757),WENTWORTH,610223,Network 11,1340 W 71ST ST,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7650759,-87.65820484,1(773)535-3394,11,WEST ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.65538382114454 41.683907009687786),WHISTLER,610225,Network 13,11533 S ADA ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.68390701,-87.65538382,1(773)535-5560,13,WEST PULLMAN,34,Carrie M. Austin
POINT (-87.71098733185424 41.79234608382597),SANDOVAL,610226,Network 8,5534 S SAINT LOUIS AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5",41.79234608,-87.71098733,1(773)535-0457,8,GAGE PARK,14,Edward M. Burke
POINT (-87.7255456427252 41.84008042644524),WHITNEY,610227,Network 7,2815 S KOMENSKY AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84008043,-87.72554564,1(773)534-1560,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.67339165433035 41.850480886147),WHITTIER,610228,Network 7,1900 W 23RD ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85048089,-87.67339165,1(773)535-4590,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.67776098072349 41.90705300429838),PRITZKER,610229,Network 6,2009 W SCHILLER ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90705301,-87.67776098,1(773)534-4415,6,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.7783448615387 42.00749066934333),WILDWOOD,610230,Network 1,6950 N HIAWATHA AVE,60646,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",42.00749067,-87.77834486,1(773)534-1188,1,FOREST GLEN,41,Mary O'Connor
POINT (-87.62930832983595 41.85279976953131),NATIONAL TEACHERS,610231,AUSL,55 W CERMAK RD,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85279977,-87.62930833,1(773)534-9970,6,NEAR SOUTH SIDE,3,Patricia R. Dowell
POINT (-87.70028031260621 41.915038547085196),YATES,610234,Network 5,1839 N RICHMOND ST,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91503855,-87.70028031,1(773)534-4550,5,LOGAN SQUARE,1,Proco (Joe) Moreno III
POINT (-87.76714284601937 41.9067905738164),YOUNG ES,610235,Network 3,1434 N PARKSIDE AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90679057,-87.76714285,1(773)534-6200,3,AUSTIN,29,Chris Taliaferro
POINT (-87.62713680545437 41.80913475686662),BEETHOVEN,610237,Network 9,25 W 47TH ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80913476,-87.62713681,1(773)535-1480,9,GRAND BOULEVARD,3,Patricia R. Dowell
